"","word","freq"
"projected","projected",5
"ask","ask",5
"benefits","benefits",5
"join","join",5
"anxious","anxious",5
"changing","changing",5
"children","children",5
"contributed","contributed",5
"etc","etc",5
"lest","lest",5
"morning","morning",5
"opposition","opposition",5
"revealed","revealed",5
"acting","acting",5
"creation","creation",5
"disagreements","disagreements",5
"famous","famous",5
"function","function",5
"island","island",5
"secondly","secondly",5
"attached","attached",5
"becoming","becoming",5
"biggest","biggest",5
"defensive","defensive",5
"firm","firm",5
"heart","heart",5
"illusions","illusions",5
"lose","lose",5
"secret","secret",5
"sentiment","sentiment",5
"text","text",5
"tomorrow","tomorrow",5
"weeks","weeks",5
"cases","cases",5
"subjects","subjects",5
"virtually","virtually",5
"alliance","alliance",5
"draw","draw",5
"stubborn","stubborn",5
"curious","curious",5
"councils","councils",5
"isolation","isolation",5
"newspaper","newspaper",5
"preparations","preparations",5
"speedily","speedily",5
"assert","assert",5
"beliefs","beliefs",5
"officials","officials",5
"indonesians","indonesians",5
"require","require",5
"enemies","enemies",5
"rakjat","rakjat",5
"sincerely","sincerely",5
"uno","uno",5
"dutch","dutch",5
"fulfilled","fulfilled",5
"meaning","meaning",5
"gesture","gesture",5
"jawaharlal","jawaharlal",5
"levels","levels",5
"peril","peril",5
"prowestern","prowestern",5
"test","test",5
"troops","troops",5
"unprecedented","unprecedented",5
"arabs","arabs",5
"eight","eight",5
"impression","impression",5
"indirectly","indirectly",5
"monitor","monitor",5
"mood","mood",5
"voiced","voiced",5
"welcomed","welcomed",5
"debates","debates",5
"imagination","imagination",5
"moreover","moreover",5
"americas","americas",5
"frank","frank",5
"applied","applied",5
"argued","argued",5
"bad","bad",5
"battle","battle",5
"broken","broken",5
"care","care",5
"content","content",5
"convened","convened",5
"dare","dare",5
"demonstrate","demonstrate",5
"distant","distant",5
"everywhere","everywhere",5
"faiths","faiths",5
"injustice","injustice",5
"sacrifices","sacrifices",5
"secured","secured",5
"society","society",5
"urgent","urgent",5
"achieving","achieving",5
"atom","atom",5
"cold","cold",5
"conformity","conformity",5
"consequently","consequently",5
"differ","differ",5
"dream","dream",5
"equally","equally",5
"figures","figures",5
"gradually","gradually",5
"heard","heard",5
"intercourse","intercourse",5
"jointcommunique","jointcommunique",5
"lesson","lesson",5
"notice","notice",5
"phenomenon","phenomenon",5
"suffering","suffering",5
"willingness","willingness",5
"confident","confident",5
"growing","growing",5
"outlook","outlook",5
"friend","friend",5
"persons","persons",5
"proclaim","proclaim",5
"russian","russian",5
"civilizations","civilizations",5
"mistrust","mistrust",5
"traditions","traditions",5
"demonstration","demonstration",5
"failed","failed",5
"wanted","wanted",5
"constructive","constructive",5
"satisfied","satisfied",5
"epochmaking","epochmaking",5
"art","art",5
"beautiful","beautiful",5
"plane","plane",5
"attended","attended",5
"landmark","landmark",5
"feels","feels",5
"define","define",5
"unified","unified",5
"consultation","consultation",5
"â€¢","â€¢",5
"perspective","perspective",5
"possibly","possibly",5
"addition","addition",5
"evils","evils",5
"origin","origin",5
"acted","acted",5
"appropriate","appropriate",5
"terrible","terrible",5
"homes","homes",5
"raw","raw",5
"commented","commented",5
"newly","newly",5
"personal","personal",5
"thereby","thereby",5
"imperative","imperative",5
"readiness","readiness",5
"strictly","strictly",5
"overseas","overseas",5
"quarrel","quarrel",5
"subversive","subversive",5
"gain","gain",5
"offered","offered",5
"proceedings","proceedings",5
"begun","begun",5
"contact","contact",5
"tried","tried",5
"condemned","condemned",5
"generous","generous",5
"ability","ability",5
"happened","happened",5
"return","return",5
"child","child",5
"provisions","provisions",5
"arabia","arabia",4
"background","background",4
"cost","cost",4
"desirability","desirability",4
"devoted","devoted",4
"disposal","disposal",4
"eminent","eminent",4
"evident","evident",4
"federation","federation",4
"industrial","industrial",4
"jointly","jointly",4
"keeping","keeping",4
"looked","looked",4
"nepal","nepal",4
"offices","offices",4
"original","original",4
"parliament","parliament",4
"plain","plain",4
"possibilities","possibilities",4
"prepare","prepare",4
"prerequisite","prerequisite",4
"production","production",4
"reiterated","reiterated",4
"remained","remained",4
"saudi","saudi",4
"slogan","slogan",4
"sought","sought",4
"submit","submit",4
"successfully","successfully",4
"whilst","whilst",4
"commission","commission",4
"earnestly","earnestly",4
"effects","effects",4
"eve","eve",4
"exclusiveness","exclusiveness",4
"explosions","explosions",4
"imply","imply",4
"involve","involve",4
"latter","latter",4
"namely","namely",4
"personnel","personnel",4
"requires","requires",4
"supply","supply",4
"witness","witness",4
"antiimperialism","antiimperialism",4
"formation","formation",4
"indicates","indicates",4
"item","item",4
"non","non",4
"series","series",4
"simply","simply",4
"slogans","slogans",4
"acceptable","acceptable",4
"formal","formal",4
"foundations","foundations",4
"platform","platform",4
"prospects","prospects",4
"response","response",4
"smaller","smaller",4
"uncommitted","uncommitted",4
"drew","drew",4
"pakistans","pakistans",4
"played","played",4
"sponsored","sponsored",4
"supporting","supporting",4
"told","told",4
"upheld","upheld",4
"black","black",4
"brown","brown",4
"displayed","displayed",4
"ended","ended",4
"exclusive","exclusive",4
"hence","hence",4
"inevitably","inevitably",4
"objects","objects",4
"relationship","relationship",4
"term","term",4
"type","type",4
"administration","administration",4
"army","army",4
"assume","assume",4
"block","block",4
"economies","economies",4
"emerge","emerge",4
"encouraging","encouraging",4
"immediately","immediately",4
"indigenous","indigenous",4
"inhabitants","inhabitants",4
"liberties","liberties",4
"peacefully","peacefully",4
"primarily","primarily",4
"ruling","ruling",4
"stability","stability",4
"subjection","subjection",4
"sympathetic","sympathetic",4
"understood","understood",4
"moving","moving",4
"story","story",4
"strike","strike",4
"suspect","suspect",4
"dawn","dawn",4
"confer","confer",4
"playing","playing",4
"sydney","sydney",4
"telegraph","telegraph",4
"delay","delay",4
"dictated","dictated",4
"sole","sole",4
"account","account",4
"commitments","commitments",4
"evidently","evidently",4
"getting","getting",4
"guests","guests",4
"inclusion","inclusion",4
"interested","interested",4
"nam","nam",4
"precise","precise",4
"rich","rich",4
"scene","scene",4
"viet","viet",4
"watching","watching",4
"assumed","assumed",4
"cordiality","cordiality",4
"foundation","foundation",4
"java","java",4
"started","started",4
"supposed","supposed",4
"dont","dont",4
"hamper","hamper",4
"ambitious","ambitious",4
"capitals","capitals",4
"closely","closely",4
"colony","colony",4
"foremost","foremost",4
"massive","massive",4
"paris","paris",4
"relaxing","relaxing",4
"render","render",4
"running","running",4
"statements","statements",4
"thirty","thirty",4
"treated","treated",4
"africanasian","africanasian",4
"amount","amount",4
"scale","scale",4
"star","star",4
"hopeful","hopeful",4
"maximum","maximum",4
"passive","passive",4
"asias","asias",4
"directly","directly",4
"enjoyed","enjoyed",4
"exchanging","exchanging",4
"fortunate","fortunate",4
"hosts","hosts",4
"spokesmen","spokesmen",4
"warning","warning",4
"february","february",4
"house","house",4
"suppressed","suppressed",4
"tion","tion",4
"tries","tries",4
"affected","affected",4
"comments","comments",4
"easing","easing",4
"frankly","frankly",4
"irrespective","irrespective",4
"judging","judging",4
"lend","lend",4
"adds","adds",4
"distinction","distinction",4
"egyptian","egyptian",4
"entirely","entirely",4
"todays","todays",4
"unifying","unifying",4
"convocation","convocation",4
"diplomats","diplomats",4
"economical","economical",4
"ambassador","ambassador",4
"considering","considering",4
"wider","wider",4
"naturally","naturally",4
"harian","harian",4
"headed","headed",4
"reception","reception",4
"sections","sections",4
"widely","widely",4
"authority","authority",4
"atlantic","atlantic",4
"establishing","establishing",4
"neutrality","neutrality",4
"everybody","everybody",4
"neutralist","neutralist",4
"philosophy","philosophy",4
"turned","turned",4
"along","along",4
"local","local",4
"observer","observer",4
"six","six",4
"attained","attained",4
"dealing","dealing",4
"export","export",4
"added","added",4
"ahead","ahead",4
"air","air",4
"alive","alive",4
"analysis","analysis",4
"appreciate","appreciate",4
"backed","backed",4
"blessing","blessing",4
"building","building",4
"chances","chances",4
"con","con",4
"death","death",4
"driven","driven",4
"dynamic","dynamic",4
"extension","extension",4
"fresh","fresh",4
"impress","impress",4
"letter","letter",4
"listened","listened",4
"manifestation","manifestation",4
"mediterranean","mediterranean",4
"miles","miles",4
"mine","mine",4
"picture","picture",4
"poor","poor",4
"precious","precious",4
"project","project",4
"purely","purely",4
"roots","roots",4
"sea","sea",4
"seeks","seeks",4
"statesmanship","statesmanship",4
"succeed","succeed",4
"sun","sun",4
"survival","survival",4
"thousands","thousands",4
"unfree","unfree",4
"units","units",4
"usually","usually",4
"variety","variety",4
"voices","voices",4
"antiwhite","antiwhite",4
"armament","armament",4
"attitudes","attitudes",4
"awakening","awakening",4
"civilisations","civilisations",4
"closing","closing",4
"eliminate","eliminate",4
"endeavour","endeavour",4
"expectations","expectations",4
"expression","expression",4
"former","former",4
"fruits","fruits",4
"messages","messages",4
"noninterference","noninterference",4
"notwithstanding","notwithstanding",4
"sincerity","sincerity",4
"strongly","strongly",4
"visitors","visitors",4
"wholeheartedly","wholeheartedly",4
"ceased","ceased",4
"hero","hero",4
"rise","rise",4
"unite","unite",4
"dangers","dangers",4
"actually","actually",4
"happens","happens",4
"hate","hate",4
"secure","secure",4
"worth","worth",4
"capacity","capacity",4
"ideal","ideal",4
"offers","offers",4
"practicable","practicable",4
"stands","stands",4
"theory","theory",4
"weak","weak",4
"apartheid","apartheid",4
"described","described",4
"elimination","elimination",4
"intervention","intervention",4
"practised","practised",4
"reduction","reduction",4
"repeat","repeat",4
"stop","stop",4
"treatment","treatment",4
"individuals","individuals",4
"divergent","divergent",4
"cradle","cradle",4
"infinite","infinite",4
"renaissance","renaissance",4
"request","request",4
"closed","closed",4
"colonialists","colonialists",4
"maintained","maintained",4
"pravda","pravda",4
"roberts","roberts",4
"rules","rules",4
"facts","facts",4
"widening","widening",4
"settle","settle",4
"abstention","abstention",4
"collectively","collectively",4
"nonaggression","nonaggression",4
"singly","singly",4
"leave","leave",4
"notably","notably",4
"humble","humble",4
"moderate","moderate",4
"honourable","honourable",4
"credit","credit",4
"program","program",4
"indochinese","indochinese",4
"dragged","dragged",4
"recommendations","recommendations",4
"believed","believed",4
"seriously","seriously",4
"ratification","ratification",4
"accorded","accorded",4
"whites","whites",4
"memories","memories",4
"mighty","mighty",4
"count","count",4
"congratulations","congratulations",4
"condemnation","condemnation",4
"published","published",4
"conscious","conscious",4
"enabled","enabled",4
"max","max",4
"prevailed","prevailed",4
"adopt","adopt",4
"bilateral","bilateral",4
"forth","forth",4
"study","study",4
"urged","urged",4
"committees","committees",4
"rapporteur","rapporteur",4
"quarrels","quarrels",4
"wronged","wronged",4
"fell","fell",4
"affirmed","affirmed",3
"assured","assured",3
"bulletin","bulletin",3
"burmese","burmese",3
"convince","convince",3
"desirable","desirable",3
"early","early",3
"endanger","endanger",3
"eventually","eventually",3
"exchanged","exchanged",3
"favoured","favoured",3
"interfere","interfere",3
"month","month",3
"mountain","mountain",3
"politicians","politicians",3
"principally","principally",3
"strive","strive",3
"suggestion","suggestion",3
"syria","syria",3
"town","town",3
"visited","visited",3
"welcoming","welcoming",3
"actuated","actuated",3
"conducted","conducted",3
"experts","experts",3
"farreaching","farreaching",3
"hinder","hinder",3
"level","level",3
"requested","requested",3
"urgently","urgently",3
"variations","variations",3
"answers","answers",3
"denominators","denominators",3
"encourage","encourage",3
"paragraph","paragraph",3
"search","search",3
"unimportant","unimportant",3
"afroasia","afroasia",3
"awareness","awareness",3
"bona","bona",3
"ference","ference",3
"forming","forming",3
"versa","versa",3
"vice","vice",3
"applause","applause",3
"customs","customs",3
"karachi","karachi",3
"likewise","likewise",3
"logic","logic",3
"single","single",3
"belittle","belittle",3
"characteristics","characteristics",3
"conducive","conducive",3
"conferring","conferring",3
"emergence","emergence",3
"explanation","explanation",3
"frontiers","frontiers",3
"loose","loose",3
"perfect","perfect",3
"persuasion","persuasion",3
"pretending","pretending",3
"proposition","proposition",3
"arbitrarily","arbitrarily",3
"arisen","arisen",3
"built","built",3
"convenient","convenient",3
"defined","defined",3
"exploiting","exploiting",3
"increased","increased",3
"january","january",3
"mans","mans",3
"minority","minority",3
"mostly","mostly",3
"overcome","overcome",3
"privileges","privileges",3
"profits","profits",3
"progressive","progressive",3
"report","report",3
"ruthless","ruthless",3
"skills","skills",3
"speed","speed",3
"transfer","transfer",3
"varied","varied",3
"blow","blow",3
"earn","earn",3
"strip","strip",3
"sympathies","sympathies",3
"australias","australias",3
"nationhood","nationhood",3
"persuaded","persuaded",3
"hatreds","hatreds",3
"saw","saw",3
"tradition","tradition",3
"unexpected","unexpected",3
"upsurge","upsurge",3
"goals","goals",3
"lately","lately",3
"loyalty","loyalty",3
"phrase","phrase",3
"staff","staff",3
"surprising","surprising",3
"arguments","arguments",3
"arise","arise",3
"complicated","complicated",3
"discussing","discussing",3
"mohammad","mohammad",3
"realization","realization",3
"relaxation","relaxation",3
"reserved","reserved",3
"suitable","suitable",3
"unification","unification",3
"viewpoints","viewpoints",3
"awakened","awakened",3
"counter","counter",3
"obligation","obligation",3
"wich","wich",3
"confined","confined",3
"confusion","confusion",3
"defensible","defensible",3
"denominator","denominator",3
"elected","elected",3
"judged","judged",3
"judgment","judgment",3
"mainly","mainly",3
"nationalists","nationalists",3
"noninvited","noninvited",3
"prevents","prevents",3
"reads","reads",3
"setting","setting",3
"understandable","understandable",3
"unites","unites",3
"unwilling","unwilling",3
"venture","venture",3
"walter","walter",3
"declarations","declarations",3
"driving","driving",3
"fallen","fallen",3
"overlooked","overlooked",3
"qualities","qualities",3
"wonderful","wonderful",3
"fault","fault",3
"inadequate","inadequate",3
"preclude","preclude",3
"anywhere","anywhere",3
"revolutionary","revolutionary",3
"controversial","controversial",3
"got","got",3
"calls","calls",3
"decade","decade",3
"praise","praise",3
"principal","principal",3
"puppets","puppets",3
"reaction","reaction",3
"reflect","reflect",3
"standpoint","standpoint",3
"topic","topic",3
"concluding","concluding",3
"continuing","continuing",3
"declares","declares",3
"departure","departure",3
"freed","freed",3
"goes","goes",3
"nasser","nasser",3
"organised","organised",3
"trend","trend",3
"universally","universally",3
"comment","comment",3
"design","design",3
"influences","influences",3
"looks","looks",3
"spread","spread",3
"therein","therein",3
"appointment","appointment",3
"fortunately","fortunately",3
"pleasure","pleasure",3
"required","required",3
"election","election",3
"firstly","firstly",3
"insistence","insistence",3
"neighboring","neighboring",3
"organize","organize",3
"reciprocal","reciprocal",3
"socialist","socialist",3
"talked","talked",3
"ultimately","ultimately",3
"foreigners","foreigners",3
"horizon","horizon",3
"hostile","hostile",3
"independently","independently",3
"maintaining","maintaining",3
"menace","menace",3
"refused","refused",3
"resolutely","resolutely",3
"vigilance","vigilance",3
"circumstances","circumstances",3
"lesser","lesser",3
"oriental","oriental",3
"formed","formed",3
"nato","nato",3
"noncommunist","noncommunist",3
"self","self",3
"weakness","weakness",3
"berlin","berlin",3
"boycott","boycott",3
"enlais","enlais",3
"meaningless","meaningless",3
"notion","notion",3
"seized","seized",3
"sin","sin",3
"southern","southern",3
"thailands","thailands",3
"tide","tide",3
"turks","turks",3
"william","william",3
"aloof","aloof",3
"boston","boston",3
"delegate","delegate",3
"eager","eager",3
"heading","heading",3
"preliminary","preliminary",3
"brief","brief",3
"clique","clique",3
"compelled","compelled",3
"kept","kept",3
"key","key",3
"supposedly","supposedly",3
"combat","combat",3
"fit","fit",3
"investment","investment",3
"rising","rising",3
"students","students",3
"widespread","widespread",3
"abroad","abroad",3
"activity","activity",3
"actual","actual",3
"backgrounds","backgrounds",3
"battlefield","battlefield",3
"beg","beg",3
"bitter","bitter",3
"burdens","burdens",3
"canal","canal",3
"changed","changed",3
"concepts","concepts",3
"confine","confine",3
"confronted","confronted",3
"consciousness","consciousness",3
"contains","contains",3
"conventional","conventional",3
"courage","courage",3
"creeds","creeds",3
"developments","developments",3
"discovered","discovered",3
"distance","distance",3
"dreams","dreams",3
"duties","duties",3
"echo","echo",3
"emotion","emotion",3
"ending","ending",3
"enemy","enemy",3
"eradicated","eradicated",3
"evermore","evermore",3
"favour","favour",3
"followers","followers",3
"food","food",3
"fulfil","fulfil",3
"guidance","guidance",3
"harm","harm",3
"inspiration","inspiration",3
"leaves","leaves",3
"lifeline","lifeline",3
"lightly","lightly",3
"outbreak","outbreak",3
"pancha","pancha",3
"practically","practically",3
"practise","practise",3
"pray","pray",3
"presented","presented",3
"prosper","prosper",3
"protect","protect",3
"protest","protest",3
"ranks","ranks",3
"recognise","recognise",3
"relatively","relatively",3
"responded","responded",3
"sad","sad",3
"safeguarded","safeguarded",3
"safety","safety",3
"scientific","scientific",3
"shaking","shaking",3
"skins","skins",3
"stature","stature",3
"succeeds","succeeds",3
"suez","suez",3
"suffer","suffer",3
"threats","threats",3
"tolerant","tolerant",3
"truths","truths",3
"twentieth","twentieth",3
"ultimate","ultimate",3
"adequate","adequate",3
"advancement","advancement",3
"alternative","alternative",3
"altogether","altogether",3
"aspect","aspect",3
"conception","conception",3
"consequences","consequences",3
"cover","cover",3
"disguise","disguise",3
"dreamed","dreamed",3
"extending","extending",3
"factories","factories",3
"honoured","honoured",3
"illusion","illusion",3
"impasse","impasse",3
"imposing","imposing",3
"liquidation","liquidation",3
"movements","movements",3
"obstacle","obstacle",3
"presidents","presidents",3
"rid","rid",3
"semicolonial","semicolonial",3
"shadow","shadow",3
"shooting","shooting",3
"solid","solid",3
"soul","soul",3
"stating","stating",3
"stress","stress",3
"threshold","threshold",3
"tragic","tragic",3
"twothirds","twothirds",3
"uneasy","uneasy",3
"unrealistic","unrealistic",3
"discord","discord",3
"guest","guest",3
"hear","hear",3
"portent","portent",3
"chiefly","chiefly",3
"exploited","exploited",3
"expresses","expresses",3
"gives","gives",3
"unarmed","unarmed",3
"undertakings","undertakings",3
"weight","weight",3
"application","application",3
"capable","capable",3
"doors","doors",3
"feature","feature",3
"framework","framework",3
"helping","helping",3
"hitherto","hitherto",3
"ill","ill",3
"personality","personality",3
"possessed","possessed",3
"safeguard","safeguard",3
"settlements","settlements",3
"settling","settling",3
"sing","sing",3
"solemnly","solemnly",3
"traditional","traditional",3
"whereby","whereby",3
"adherence","adherence",3
"desperate","desperate",3
"emphasize","emphasize",3
"ends","ends",3
"entitled","entitled",3
"pressing","pressing",3
"regrettable","regrettable",3
"seats","seats",3
"uses","uses",3
"disastrous","disastrous",3
"fail","fail",3
"marked","marked",3
"nkrumah","nkrumah",3
"seeds","seeds",3
"allah","allah",3
"elements","elements",3
"higher","higher",3
"holy","holy",3
"prejudice","prejudice",3
"realism","realism",3
"confronting","confronting",3
"languages","languages",3
"neighbouring","neighbouring",3
"edifice","edifice",3
"intelligence","intelligence",3
"owing","owing",3
"parcel","parcel",3
"symbolic","symbolic",3
"forwards","forwards",3
"joined","joined",3
"measured","measured",3
"wreck","wreck",3
"appreciated","appreciated",3
"acquired","acquired",3
"easier","easier",3
"offset","offset",3
"divergence","divergence",3
"resentment","resentment",3
"trouble","trouble",3
"wholesale","wholesale",3
"formulate","formulate",3
"attempting","attempting",3
"openly","openly",3
"opens","opens",3
"reflects","reflects",3
"abdul","abdul",3
"apparent","apparent",3
"otherwise","otherwise",3
"pence","pence",3
"pending","pending",3
"theme","theme",3
"accomplished","accomplished",3
"compromise","compromise",3
"obstacles","obstacles",3
"regardless","regardless",3
"sacred","sacred",3
"contained","contained",3
"believes","believes",3
"lessening","lessening",3
"menacing","menacing",3
"referring","referring",3
"thirdly","thirdly",3
"admitted","admitted",3
"detailed","detailed",3
"disease","disease",3
"diversities","diversities",3
"exercised","exercised",3
"factors","factors",3
"improvement","improvement",3
"forced","forced",3
"industry","industry",3
"russias","russias",3
"superior","superior",3
"autonomy","autonomy",3
"commodity","commodity",3
"protracted","protracted",3
"retreat","retreat",3
"sick","sick",3
"waged","waged",3
"excellent","excellent",3
"merdeka","merdeka",3
"sow","sow",3
"articles","articles",3
"becomes","becomes",3
"correct","correct",3
"organise","organise",3
"tactics","tactics",3
"urgency","urgency",3
"expects","expects",3
"frankness","frankness",3
"materials","materials",3
"paid","paid",3
"attainment","attainment",3
"facilitate","facilitate",3
"reaching","reaching",3
"viewpoint","viewpoint",3
"invasion","invasion",3
"prevail","prevail",3
"righteousness","righteousness",3
"previously","previously",3
"backward","backward",3
"compared","compared",3
"yesterday","yesterday",3
"autonomous","autonomous",3
"catholics","catholics",3
"minorities","minorities",3
"restoring","restoring",3
"submitted","submitted",3
"kinds","kinds",3
"sufferings","sufferings",3
"columnist","columnist",3
"durdin","durdin",3
"save","save",3
"worker","worker",3
"implementing","implementing",3
"abovementioned","abovementioned",3
"plenipotentiaries","plenipotentiaries",3
"ancient","ancient",3
"brilliant","brilliant",3
"continuance","continuance",3
"endeavoured","endeavoured",3
"enslaving","enslaving",3
"extensive","extensive",3
"prospect","prospect",3
"provision","provision",3
"strangulation","strangulation",3
"civilised","civilised",3
"fairness","fairness",3
"freedomloving","freedomloving",3
"owe","owe",3
"attacks","attacks",3
"tell","tell",3
"economist","economist",3
"empire","empire",3
"reduced","reduced",3
"republics","republics",3
"sign","sign",3
"solving","solving",3
"necessarily","necessarily",3
"formulation","formulation",3
"lines","lines",3
"wan","wan",3
"caught","caught",3
"drawn","drawn",3
"eisenhower","eisenhower",3
"moderation","moderation",3
"organisations","organisations",3
"speakers","speakers",3
"retrospect","retrospect",3
"arising","arising",3
"employed","employed",3
"encouraged","encouraged",3
"eradicate","eradicate",3
"forums","forums",3
"manifestations","manifestations",3
"relating","relating",3
"shipping","shipping",3
"continuously","continuously",3
"indebted","indebted",3
"addresses","addresses",3
"sit","sit",3
"preventing","preventing",3
"sessions","sessions",3
"highness","highness",3
"royal","royal",3
"approaches","approaches",3
"goodbye","goodbye",3
"inspired","inspired",3
"anybody","anybody",3
"chapter","chapter",3
"europes","europes",3
"represents","represents",3
"shackles","shackles",3
"till","till",3
"wrestled","wrestled",3
"everlasting","everlasting",3
"irreconcilable","irreconcilable",3
"leaving","leaving",3
"westirian","westirian",3
"wise","wise",3
"conscience","conscience",3
"courtesy","courtesy",3
"intangible","intangible",3
"allegiance","allegiance",3
"singular","singular",3
"consular","consular",3
"evening","evening",3
"addressing","addressing",2
"crossroads","crossroads",2
"crying","crying",2
"deplored","deplored",2
"explained","explained",2
"fairs","fairs",2
"fates","fates",2
"fitting","fitting",2
"fixed","fixed",2
"grew","grew",2
"helpful","helpful",2
"implements","implements",2
"intervened","intervened",2
"looking","looking",2
"marching","marching",2
"multitude","multitude",2
"newlyborn","newlyborn",2
"participated","participated",2
"preparation","preparation",2
"prior","prior",2
"pushed","pushed",2
"ran","ran",2
"regretted","regretted",2
"returning","returning",2
"separated","separated",2
"sila","sila",2
"strangers","strangers",2
"termination","termination",2
"visits","visits",2
"binding","binding",2
"borne","borne",2
"cessation","cessation",2
"committee","committee",2
"implied","implied",2
"potential","potential",2
"reopen","reopen",2
"twenty","twenty",2
"wealth","wealth",2
"wished","wished",2
"ambiguous","ambiguous",2
"developing","developing",2
"emerged","emerged",2
"fundamentally","fundamentally",2
"gordon","gordon",2
"highlights","highlights",2
"psychological","psychological",2
"reasoning","reasoning",2
"resulting","resulting",2
"somewhat","somewhat",2
"unify","unify",2
"blind","blind",2
"cohesive","cohesive",2
"covering","covering",2
"invariably","invariably",2
"moderating","moderating",2
"regular","regular",2
"spokesman","spokesman",2
"worthy","worthy",2
"abandoned","abandoned",2
"audience","audience",2
"bold","bold",2
"bondage","bondage",2
"consistently","consistently",2
"die","die",2
"endorsement","endorsement",2
"enviable","enviable",2
"evoked","evoked",2
"islamic","islamic",2
"missed","missed",2
"reduce","reduce",2
"reference","reference",2
"securing","securing",2
"thwarted","thwarted",2
"uphold","uphold",2
"vigour","vigour",2
"abide","abide",2
"absurd","absurd",2
"across","across",2
"afro","afro",2
"afroasianism","afroasianism",2
"attempted","attempted",2
"cognizance","cognizance",2
"complex","complex",2
"comprising","comprising",2
"confession","confession",2
"considerably","considerably",2
"contemplated","contemplated",2
"damaging","damaging",2
"exceptions","exceptions",2
"exclusively","exclusively",2
"existlast","existlast",2
"forgotten","forgotten",2
"gather","gather",2
"inferiority","inferiority",2
"inside","inside",2
"kashmir","kashmir",2
"moves","moves",2
"offend","offend",2
"passage","passage",2
"respectivestateshow","respectivestateshow",2
"suggest","suggest",2
"susceptibilities","susceptibilities",2
"unshakable","unshakable",2
"vestiges","vestiges",2
"worldpeace","worldpeace",2
"worst","worst",2
"abhor","abhor",2
"accelerated","accelerated",2
"acknowledged","acknowledged",2
"arrangement","arrangement",2
"civil","civil",2
"colored","colored",2
"concept","concept",2
"deliberate","deliberate",2
"enslavement","enslavement",2
"indifferent","indifferent",2
"insecurity","insecurity",2
"nationals","nationals",2
"operated","operated",2
"pace","pace",2
"partnership","partnership",2
"satellite","satellite",2
"scarce","scarce",2
"skilled","skilled",2
"threatens","threatens",2
"transferred","transferred",2
"translated","translated",2
"anomalous","anomalous",2
"approval","approval",2
"boundaries","boundaries",2
"comprises","comprises",2
"decent","decent",2
"indivisible","indivisible",2
"latest","latest",2
"penetrate","penetrate",2
"ussr","ussr",2
"bloodshed","bloodshed",2
"instrumental","instrumental",2
"reciprocity","reciprocity",2
"aside","aside",2
"beaten","beaten",2
"disappointing","disappointing",2
"happier","happier",2
"northern","northern",2
"parleys","parleys",2
"australians","australians",2
"ample","ample",2
"assurance","assurance",2
"cloud","cloud",2
"commissions","commissions",2
"demands","demands",2
"emphasizes","emphasizes",2
"equipped","equipped",2
"heterogeneous","heterogeneous",2
"impressions","impressions",2
"judge","judge",2
"motivated","motivated",2
"phrases","phrases",2
"politically","politically",2
"timely","timely",2
"visiting","visiting",2
"widest","widest",2
"approved","approved",2
"authorized","authorized",2
"bearing","bearing",2
"decidedly","decidedly",2
"desert","desert",2
"increasingly","increasingly",2
"jewish","jewish",2
"miss","miss",2
"permitted","permitted",2
"summer","summer",2
"table","table",2
"deputy","deputy",2
"emissaries","emissaries",2
"impose","impose",2
"limit","limit",2
"teaparty","teaparty",2
"touch","touch",2
"acts","acts",2
"airmen","airmen",2
"assemblies","assemblies",2
"chose","chose",2
"chosen","chosen",2
"contradictory","contradictory",2
"deadline","deadline",2
"deadlock","deadlock",2
"decisive","decisive",2
"fixing","fixing",2
"generation","generation",2
"german","german",2
"giant","giant",2
"intends","intends",2
"isolated","isolated",2
"judges","judges",2
"odds","odds",2
"onc","onc",2
"returned","returned",2
"seeing","seeing",2
"swift","swift",2
"tactic","tactic",2
"touching","touching",2
"visible","visible",2
"asiatic","asiatic",2
"barely","barely",2
"belongs","belongs",2
"chorus","chorus",2
"identity","identity",2
"israels","israels",2
"questioned","questioned",2
"reports","reports",2
"resounding","resounding",2
"runs","runs",2
"spend","spend",2
"substantial","substantial",2
"unreality","unreality",2
"wont","wont",2
"arca","arca",2
"assumption","assumption",2
"commend","commend",2
"hostility","hostility",2
"troubled","troubled",2
"carth","carth",2
"current","current",2
"exception","exception",2
"goods","goods",2
"grievances","grievances",2
"job","job",2
"negro","negro",2
"proclaimed","proclaimed",2
"stages","stages",2
"suggesting","suggesting",2
"tutelage","tutelage",2
"aligned","aligned",2
"associating","associating",2
"exactly","exactly",2
"fitted","fitted",2
"ment","ment",2
"presently","presently",2
"surprised","surprised",2
"caution","caution",2
"confab","confab",2
"dong","dong",2
"forum","forum",2
"lippman","lippman",2
"organ","organ",2
"outlet","outlet",2
"popular","popular",2
"promoters","promoters",2
"relax","relax",2
"revision","revision",2
"sets","sets",2
"sway","sway",2
"unequivocal","unequivocal",2
"writer","writer",2
"abdel","abdel",2
"curse","curse",2
"defending","defending",2
"desirous","desirous",2
"dispose","dispose",2
"asiaafrican","asiaafrican",2
"cairo","cairo",2
"clarity","clarity",2
"conversations","conversations",2
"cut","cut",2
"neutrals","neutrals",2
"summed","summed",2
"winning","winning",2
"constantly","constantly",2
"diplomat","diplomat",2
"holds","holds",2
"legislature","legislature",2
"office","office",2
"protocol","protocol",2
"rank","rank",2
"vicepresident","vicepresident",2
