"","word","freq.all","freq.general"
"1308","news",6,NA
"1309","wrote",6,1
"1310","infiltration",6,NA
"1311","mark",6,1
"1312","noble",6,NA
"1313","oppose",6,3
"1314","resolved",6,1
"1315","convey",6,1
"1316","helped",6,1
"1317","neutralism",6,NA
"1318","none",6,NA
"1319","prestige",6,NA
"1320","disinterested",6,5
"1321","emphasis",6,NA
"1322","humility",6,NA
"1323","read",6,1
"1324","subversion",6,NA
"1325","attain",6,2
"1326","comfort",6,4
"1327","dominating",6,3
"1328","else",6,1
"1329","everyone",6,1
"1330","knew",6,2
"1331","lies",6,1
"1332","memorable",6,1
"1333","morality",6,5
"1334","preserving",6,1
"1335","pride",6,1
"1336","sides",6,2
"1337","steps",6,1
"1338","thoughts",6,4
"1339","victims",6,1
"1340","ages",6,3
"1341","disaster",6,1
"1342","elsewhere",6,1
"1343","suspicions",6,3
"1344","forget",6,NA
"1345","short",6,2
"1346","simple",6,1
"1347","negotiation",6,1
"1348","permit",6,1
"1349","putting",6,1
"1350","rapidly",6,1
"1351","tragedy",6,NA
"1352","reasons",6,NA
"1353","sitting",6,1
"1354","add",6,NA
"1355","effectively",6,1
"1356","reasonably",6,1
"1357","russia",6,NA
"1358","australian",6,NA
"1359","equal",6,NA
"1360","post",6,NA
"1361","thai",6,NA
"1362","hatred",6,NA
"1363","safeguarding",6,1
"1364","tangible",6,NA
"1365","promoted",6,NA
"1366","singapore",6,NA
"1367","vietnams",6,NA
"1368","nonwhites",6,NA
"1369","impressive",6,NA
"1370","lerner",6,NA
"1371","cultures",6,NA
"1372","contracting",6,6
"1373","friendliness",5,3
"1374","advantage",5,2
"1375","affect",5,1
"1376","central",5,1
"1377","declaring",5,1
"1378","enable",5,1
"1379","enormous",5,4
"1380","gained",5,3
"1381","grave",5,1
"1382","informal",5,3
"1383","iran",5,1
"1384","jordan",5,1
"1385","lay",5,1
"1386","lebanon",5,1
"1387","machinery",5,2
"1388","pacts",5,1
"1389","prevented",5,1
"1390","realised",5,2
"1391","reconstruction",5,1
"1392","refugees",5,1
"1393","september",5,4
"1394","speedy",5,1
"1395","twentyfive",5,2
"1396","violation",5,1
"1397","worse",5,3
"1398","experiments",5,NA
"1399","geographical",5,NA
"1400","growth",5,NA
"1401","include",5,1
"1402","legitimate",5,NA
"1403","netherlands",5,NA
"1404","planned",5,NA
"1405","procedure",5,2
"1406","threaten",5,1
"1407","alignment",5,2
"1408","apply",5,1
"1409","ease",5,2
"1410","facing",5,2
"1411","ignorance",5,1
"1412","invitees",5,2
"1413","knows",5,3
"1414","realities",5,1
"1415","suggestions",5,3
"1416","wrong",5,1
"1417","considers",5,NA
"1418","laid",5,NA
"1419","truly",5,1
"1420","brings",5,1
"1421","busy",5,NA
"1422","combination",5,NA
"1423","happen",5,2
"1424","indias",5,NA
"1425","pledge",5,NA
"1426","struggling",5,1
"1427","absolute",5,2
"1428","advanced",5,NA
"1429","dealt",5,NA
"1430","needed",5,1
"1431","previous",5,2
"1432","remain",5,NA
"1433","resistance",5,NA
"1434","threatened",5,1
"1435","yellow",5,NA
"1436","yoke",5,NA
"1437","arms",5,NA
"1438","assist",5,1
"1439","commonwealth",5,NA
"1440","domestic",5,NA
"1441","goa",5,NA
"1442","inherent",5,NA
"1443","lands",5,1
"1444","patterns",5,2
"1445","regions",5,2
"1446","sometimes",5,1
"1447","survey",5,3
"1448","trusteeship",5,NA
"1449","unrest",5,NA
"1450","afrasian",5,NA
"1451","careful",5,NA
"1452","defense",5,NA
"1453","global",5,NA
"1454","piping",5,NA
"1455","projected",5,NA
"1456","ask",5,2
"1457","benefits",5,NA
"1458","join",5,1
"1459","anxious",5,NA
"1460","changing",5,3
"1461","children",5,2
"1462","contributed",5,NA
"1463","etc",5,1
"1464","lest",5,1
"1465","morning",5,2
"1466","opposition",5,NA
"1467","revealed",5,NA
"1468","acting",5,1
"1469","creation",5,1
"1470","disagreements",5,NA
"1471","famous",5,1
"1472","function",5,2
"1473","island",5,1
"1474","secondly",5,NA
"1475","attached",5,NA
"1476","becoming",5,NA
"1477","biggest",5,1
"1478","defensive",5,NA
"1479","firm",5,NA
"1480","heart",5,1
"1481","illusions",5,NA
"1482","lose",5,1
"1483","secret",5,NA
"1484","sentiment",5,NA
"1485","text",5,3
"1486","tomorrow",5,NA
"1487","weeks",5,1
"1488","cases",5,1
"1489","subjects",5,NA
"1490","virtually",5,1
"1491","alliance",5,1
"1492","draw",5,2
"1493","stubborn",5,NA
"1494","curious",5,2
"1495","councils",5,NA
"1496","isolation",5,1
"1497","newspaper",5,NA
"1498","preparations",5,1
"1499","speedily",5,NA
"1500","assert",5,NA
"1501","beliefs",5,3
"1502","officials",5,1
"1503","indonesians",5,1
"1504","require",5,NA
"1505","enemies",5,NA
"1506","rakjat",5,NA
"1507","sincerely",5,1
"1508","uno",5,NA
"1509","dutch",5,NA
"1510","fulfilled",5,1
"1511","meaning",5,3
"1512","gesture",5,NA
"1513","jawaharlal",5,NA
"1514","levels",5,2
"1515","peril",5,NA
"1516","prowestern",5,NA
"1517","test",5,NA
"1518","troops",5,2
"1519","unprecedented",5,NA
"1520","arabs",5,1
"1521","eight",5,NA
"1522","impression",5,NA
"1523","indirectly",5,NA
"1524","monitor",5,NA
"1525","mood",5,1
"1526","voiced",5,2
"1527","welcomed",5,1
"1528","debates",5,NA
"1529","imagination",5,NA
"1530","moreover",5,4
"1531","americas",5,NA
"1532","frank",5,NA
"1533","applied",5,1
"1534","argued",5,1
"1535","bad",5,1
"1536","battle",5,3
"1537","broken",5,1
"1538","care",5,1
"1539","content",5,4
"1540","convened",5,2
"1541","dare",5,1
"1542","demonstrate",5,1
"1543","distant",5,4
"1544","everywhere",5,1
"1545","faiths",5,4
"1546","injustice",5,1
"1547","sacrifices",5,2
"1548","secured",5,2
"1549","society",5,2
"1550","urgent",5,1
"1551","achieving",5,1
"1552","atom",5,1
"1553","cold",5,2
"1554","conformity",5,2
"1555","consequently",5,1
"1556","differ",5,1
"1557","dream",5,2
"1558","equally",5,1
"1559","figures",5,1
"1560","gradually",5,3
"1561","heard",5,1
"1562","intercourse",5,1
"1563","jointcommunique",5,5
"1564","lesson",5,1
"1565","notice",5,3
"1566","phenomenon",5,1
"1567","suffering",5,1
"1568","willingness",5,3
"1569","confident",5,1
"1570","growing",5,NA
"1571","outlook",5,1
"1572","friend",5,NA
"1573","persons",5,3
"1574","proclaim",5,NA
"1575","russian",5,NA
"1576","civilizations",5,1
"1577","mistrust",5,NA
"1578","traditions",5,1
"1579","demonstration",5,NA
"1580","failed",5,NA
"1581","wanted",5,NA
"1582","constructive",5,NA
"1583","satisfied",5,1
"1584","epochmaking",5,NA
"1585","art",5,NA
"1586","beautiful",5,NA
"1587","plane",5,NA
"1588","attended",5,NA
"1589","landmark",5,NA
"1590","feels",5,NA
"1591","define",5,NA
"1592","unified",5,NA
"1593","consultation",5,NA
"1594","â€¢",5,NA
"1595","perspective",5,NA
"1596","possibly",5,NA
"1597","addition",5,NA
"1598","evils",5,NA
"1599","origin",5,1
"1600","acted",5,NA
"1601","appropriate",5,NA
"1602","terrible",5,NA
"1603","homes",5,1
"1604","raw",5,NA
"1605","commented",5,NA
"1606","newly",5,NA
"1607","personal",5,2
"1608","thereby",5,NA
"1609","imperative",5,NA
"1610","readiness",5,NA
"1611","strictly",5,2
"1612","overseas",5,1
"1613","quarrel",5,NA
"1614","subversive",5,NA
"1615","gain",5,NA
"1616","offered",5,NA
"1617","proceedings",5,NA
"1618","begun",5,2
"1619","contact",5,NA
"1620","tried",5,1
"1621","condemned",5,NA
"1622","generous",5,1
"1623","ability",5,2
"1624","happened",5,1
"1625","return",5,NA
"1626","child",5,NA
"1627","provisions",5,3
"1628","arabia",4,1
"1629","background",4,1
"1630","cost",4,2
"1631","desirability",4,2
"1632","devoted",4,2
"1633","disposal",4,2
"1634","eminent",4,1
"1635","evident",4,1
"1636","federation",4,1
"1637","industrial",4,2
"1638","jointly",4,3
"1639","keeping",4,1
"1640","looked",4,3
"1641","nepal",4,1
"1642","offices",4,2
"1643","original",4,2
"1644","parliament",4,2
"1645","plain",4,1
"1646","possibilities",4,1
"1647","prepare",4,1
"1648","prerequisite",4,2
"1649","production",4,1
"1650","reiterated",4,1
"1651","remained",4,3
"1652","saudi",4,1
"1653","slogan",4,2
"1654","sought",4,2
"1655","submit",4,1
"1656","successfully",4,1
"1657","whilst",4,2
"1658","commission",4,NA
"1659","earnestly",4,NA
"1660","effects",4,1
"1661","eve",4,1
"1662","exclusiveness",4,NA
"1663","explosions",4,NA
"1664","imply",4,NA
"1665","involve",4,NA
"1666","latter",4,NA
"1667","namely",4,NA
"1668","personnel",4,NA
"1669","requires",4,1
"1670","supply",4,NA
"1671","witness",4,2
"1672","antiimperialism",4,3
"1673","formation",4,1
"1674","indicates",4,1
"1675","item",4,1
"1676","non",4,2
"1677","series",4,2
"1678","simply",4,1
"1679","slogans",4,3
"1680","acceptable",4,NA
"1681","formal",4,1
"1682","foundations",4,NA
"1683","platform",4,NA
"1684","prospects",4,NA
"1685","response",4,NA
"1686","smaller",4,NA
"1687","uncommitted",4,NA
"1688","drew",4,1
"1689","pakistans",4,NA
"1690","played",4,NA
"1691","sponsored",4,NA
"1692","supporting",4,2
"1693","told",4,1
"1694","upheld",4,NA
"1695","black",4,1
"1696","brown",4,NA
"1697","displayed",4,1
"1698","ended",4,NA
"1699","exclusive",4,1
"1700","hence",4,NA
"1701","inevitably",4,NA
"1702","objects",4,NA
"1703","relationship",4,NA
"1704","term",4,NA
"1705","type",4,2
"1706","administration",4,NA
"1707","army",4,NA
"1708","assume",4,NA
"1709","block",4,NA
"1710","economies",4,NA
"1711","emerge",4,NA
"1712","encouraging",4,NA
"1713","immediately",4,1
"1714","indigenous",4,NA
"1715","inhabitants",4,NA
"1716","liberties",4,NA
"1717","peacefully",4,2
"1718","primarily",4,NA
"1719","ruling",4,NA
"1720","stability",4,1
"1721","subjection",4,NA
"1722","sympathetic",4,NA
"1723","understood",4,2
"1724","moving",4,1
"1725","story",4,NA
"1726","strike",4,1
"1727","suspect",4,NA
"1728","dawn",4,NA
"1729","confer",4,2
"1730","playing",4,NA
"1731","sydney",4,NA
"1732","telegraph",4,NA
"1733","delay",4,NA
"1734","dictated",4,NA
"1735","sole",4,1
"1736","account",4,NA
"1737","commitments",4,NA
"1738","evidently",4,NA
"1739","getting",4,NA
"1740","guests",4,2
"1741","inclusion",4,NA
"1742","interested",4,1
"1743","nam",4,NA
"1744","precise",4,1
"1745","rich",4,1
"1746","scene",4,NA
"1747","viet",4,NA
"1748","watching",4,2
"1749","assumed",4,NA
"1750","cordiality",4,1
"1751","foundation",4,NA
"1752","java",4,1
"1753","started",4,NA
"1754","supposed",4,NA
"1755","dont",4,NA
"1756","hamper",4,NA
"1757","ambitious",4,NA
"1758","capitals",4,NA
"1759","closely",4,2
"1760","colony",4,NA
"1761","foremost",4,1
"1762","massive",4,1
"1763","paris",4,NA
"1764","relaxing",4,2
"1765","render",4,NA
"1766","running",4,1
"1767","statements",4,2
"1768","thirty",4,1
"1769","treated",4,NA
"1770","africanasian",4,NA
"1771","amount",4,NA
"1772","scale",4,1
"1773","star",4,NA
"1774","hopeful",4,NA
"1775","maximum",4,NA
"1776","passive",4,1
"1777","asias",4,1
"1778","directly",4,NA
"1779","enjoyed",4,NA
"1780","exchanging",4,1
"1781","fortunate",4,NA
"1782","hosts",4,2
"1783","spokesmen",4,1
"1784","warning",4,1
"1785","february",4,1
"1786","house",4,2
"1787","suppressed",4,1
"1788","tion",4,2
"1789","tries",4,1
"1790","affected",4,NA
"1791","comments",4,NA
"1792","easing",4,NA
"1793","frankly",4,NA
"1794","irrespective",4,1
"1795","judging",4,NA
"1796","lend",4,NA
"1797","adds",4,NA
"1798","distinction",4,NA
"1799","egyptian",4,NA
"1800","entirely",4,NA
"1801","todays",4,2
"1802","unifying",4,1
"1803","convocation",4,NA
"1804","diplomats",4,1
"1805","economical",4,NA
"1806","ambassador",4,NA
"1807","considering",4,NA
"1808","wider",4,1
"1809","naturally",4,NA
"1810","harian",4,NA
"1811","headed",4,NA
"1812","reception",4,NA
"1813","sections",4,NA
"1814","widely",4,NA
"1815","authority",4,NA
"1816","atlantic",4,1
"1817","establishing",4,NA
"1818","neutrality",4,NA
"1819","everybody",4,1
"1820","neutralist",4,NA
"1821","philosophy",4,NA
"1822","turned",4,NA
"1823","along",4,1
"1824","local",4,NA
"1825","observer",4,NA
"1826","six",4,1
"1827","attained",4,2
"1828","dealing",4,1
"1829","export",4,NA
"1830","added",4,1
"1831","ahead",4,2
"1832","air",4,1
"1833","alive",4,2
"1834","analysis",4,1
"1835","appreciate",4,1
"1836","backed",4,1
"1837","blessing",4,2
"1838","building",4,2
"1839","chances",4,1
"1840","con",4,1
"1841","death",4,2
"1842","driven",4,2
"1843","dynamic",4,1
"1844","extension",4,1
"1845","fresh",4,2
"1846","impress",4,2
"1847","letter",4,4
"1848","listened",4,3
"1849","manifestation",4,1
"1850","mediterranean",4,2
"1851","miles",4,2
"1852","mine",4,2
"1853","picture",4,2
"1854","poor",4,2
"1855","precious",4,1
"1856","project",4,1
"1857","purely",4,1
"1858","roots",4,2
"1859","sea",4,3
"1860","seeks",4,2
"1861","statesmanship",4,1
"1862","succeed",4,2
"1863","sun",4,2
"1864","survival",4,2
"1865","thousands",4,2
"1866","unfree",4,4
"1867","units",4,1
"1868","usually",4,1
"1869","variety",4,3
"1870","voices",4,1
"1871","antiwhite",4,1
"1872","armament",4,1
"1873","attitudes",4,1
"1874","awakening",4,1
"1875","civilisations",4,1
"1876","closing",4,1
"1877","eliminate",4,1
"1878","endeavour",4,2
"1879","expectations",4,2
"1880","expression",4,1
"1881","former",4,1
"1882","fruits",4,1
"1883","messages",4,1
"1884","noninterference",4,2
"1885","notwithstanding",4,2
"1886","sincerity",4,1
"1887","strongly",4,1
"1888","visitors",4,4
"1889","wholeheartedly",4,1
"1890","ceased",4,NA
"1891","hero",4,NA
"1892","rise",4,NA
"1893","unite",4,NA
"1894","dangers",4,NA
"1895","actually",4,2
"1896","happens",4,NA
"1897","hate",4,NA
"1898","secure",4,NA
"1899","worth",4,1
"1900","capacity",4,NA
"1901","ideal",4,NA
"1902","offers",4,NA
"1903","practicable",4,1
"1904","stands",4,NA
"1905","theory",4,NA
"1906","weak",4,NA
"1907","apartheid",4,NA
"1908","described",4,NA
"1909","elimination",4,NA
"1910","intervention",4,NA
"1911","practised",4,1
"1912","reduction",4,NA
"1913","repeat",4,NA
"1914","stop",4,NA
"1915","treatment",4,NA
"1916","individuals",4,NA
"1917","divergent",4,NA
"1918","cradle",4,NA
"1919","infinite",4,NA
"1920","renaissance",4,NA
"1921","request",4,NA
"1922","closed",4,3
"1923","colonialists",4,NA
"1924","maintained",4,1
"1925","pravda",4,NA
"1926","roberts",4,NA
"1927","rules",4,2
"1928","facts",4,NA
"1929","widening",4,1
"1930","settle",4,NA
"1931","abstention",4,NA
"1932","collectively",4,NA
"1933","nonaggression",4,1
"1934","singly",4,NA
"1935","leave",4,NA
"1936","notably",4,NA
"1937","humble",4,NA
"1938","moderate",4,NA
"1939","honourable",4,NA
"1940","credit",4,NA
"1941","program",4,NA
"1942","indochinese",4,NA
"1943","dragged",4,NA
"1944","recommendations",4,1
"1945","believed",4,NA
"1946","seriously",4,NA
"1947","ratification",4,2
"1948","accorded",4,1
"1949","whites",4,NA
"1950","memories",4,NA
"1951","mighty",4,NA
"1952","count",4,NA
"1953","congratulations",4,1
"1954","condemnation",4,NA
"1955","published",4,NA
"1956","conscious",4,1
"1957","enabled",4,NA
"1958","max",4,NA
"1959","prevailed",4,1
"1960","adopt",4,1
"1961","bilateral",4,NA
"1962","forth",4,NA
"1963","study",4,NA
"1964","urged",4,NA
"1965","committees",4,3
"1966","rapporteur",4,2
"1967","quarrels",4,NA
"1968","wronged",4,NA
"1969","fell",4,NA
"1970","affirmed",3,2
"1971","assured",3,1
"1972","bulletin",3,3
"1973","burmese",3,1
"1974","convince",3,1
"1975","desirable",3,2
"1976","early",3,1
"1977","endanger",3,2
"1978","eventually",3,2
"1979","exchanged",3,1
"1980","favoured",3,2
"1981","interfere",3,1
"1982","month",3,2
"1983","mountain",3,1
"1984","politicians",3,1
"1985","principally",3,1
"1986","strive",3,2
"1987","suggestion",3,1
"1988","syria",3,1
"1989","town",3,1
"1990","visited",3,1
"1991","welcoming",3,2
"1992","actuated",3,NA
"1993","conducted",3,NA
"1994","experts",3,NA
"1995","farreaching",3,NA
"1996","hinder",3,NA
"1997","level",3,NA
"1998","requested",3,NA
"1999","urgently",3,NA
"2000","variations",3,1
"2001","answers",3,2
"2002","denominators",3,2
"2003","encourage",3,1
"2004","paragraph",3,3
"2005","search",3,1
"2006","unimportant",3,2
"2007","afroasia",3,1
"2008","awareness",3,NA
"2009","bona",3,NA
"2010","ference",3,1
"2011","forming",3,1
"2012","versa",3,NA
"2013","vice",3,NA
"2014","applause",3,NA
"2015","customs",3,NA
"2016","karachi",3,NA
"2017","likewise",3,1
"2018","logic",3,NA
"2019","single",3,1
"2020","belittle",3,NA
"2021","characteristics",3,NA
"2022","conducive",3,NA
"2023","conferring",3,NA
"2024","emergence",3,NA
"2025","explanation",3,NA
"2026","frontiers",3,1
"2027","loose",3,1
"2028","perfect",3,NA
"2029","persuasion",3,NA
"2030","pretending",3,NA
"2031","proposition",3,NA
"2032","arbitrarily",3,NA
"2033","arisen",3,NA
"2034","built",3,NA
"2035","convenient",3,NA
"2036","defined",3,1
"2037","exploiting",3,NA
"2038","increased",3,NA
"2039","january",3,NA
"2040","mans",3,2
"2041","minority",3,1
"2042","mostly",3,NA
"2043","overcome",3,1
"2044","privileges",3,2
"2045","profits",3,1
"2046","progressive",3,NA
"2047","report",3,NA
"2048","ruthless",3,1
"2049","skills",3,1
"2050","speed",3,1
"2051","transfer",3,NA
"2052","varied",3,NA
"2053","blow",3,NA
"2054","earn",3,NA
"2055","strip",3,NA
"2056","sympathies",3,NA
"2057","australias",3,NA
"2058","nationhood",3,NA
"2059","persuaded",3,NA
"2060","hatreds",3,NA
"2061","saw",3,1
"2062","tradition",3,NA
"2063","unexpected",3,NA
"2064","upsurge",3,NA
"2065","goals",3,NA
"2066","lately",3,NA
"2067","loyalty",3,NA
"2068","phrase",3,NA
"2069","staff",3,NA
"2070","surprising",3,NA
"2071","arguments",3,NA
"2072","arise",3,1
"2073","complicated",3,1
"2074","discussing",3,1
"2075","mohammad",3,1
"2076","realization",3,1
"2077","relaxation",3,1
"2078","reserved",3,NA
"2079","suitable",3,1
"2080","unification",3,NA
"2081","viewpoints",3,NA
"2082","awakened",3,NA
"2083","counter",3,NA
"2084","obligation",3,NA
"2085","wich",3,2
"2086","confined",3,NA
"2087","confusion",3,NA
"2088","defensible",3,NA
"2089","denominator",3,NA
"2090","elected",3,NA
"2091","judged",3,NA
"2092","judgment",3,NA
"2093","mainly",3,NA
"2094","nationalists",3,NA
"2095","noninvited",3,1
"2096","prevents",3,NA
"2097","reads",3,1
"2098","setting",3,1
"2099","understandable",3,NA
"2100","unites",3,NA
"2101","unwilling",3,NA
"2102","venture",3,1
"2103","walter",3,NA
"2104","declarations",3,NA
"2105","driving",3,NA
"2106","fallen",3,NA
"2107","overlooked",3,NA
"2108","qualities",3,NA
"2109","wonderful",3,NA
"2110","fault",3,1
"2111","inadequate",3,NA
"2112","preclude",3,NA
"2113","anywhere",3,NA
"2114","revolutionary",3,1
"2115","controversial",3,1
"2116","got",3,1
"2117","calls",3,NA
"2118","decade",3,NA
"2119","praise",3,1
"2120","principal",3,1
"2121","puppets",3,NA
"2122","reaction",3,NA
"2123","reflect",3,NA
"2124","standpoint",3,NA
"2125","topic",3,NA
"2126","concluding",3,NA
"2127","continuing",3,1
"2128","declares",3,NA
"2129","departure",3,1
"2130","freed",3,NA
"2131","goes",3,NA
"2132","nasser",3,NA
"2133","organised",3,NA
"2134","trend",3,NA
"2135","universally",3,NA
"2136","comment",3,NA
"2137","design",3,NA
"2138","influences",3,NA
"2139","looks",3,1
"2140","spread",3,2
"2141","therein",3,NA
"2142","appointment",3,NA
"2143","fortunately",3,NA
"2144","pleasure",3,1
"2145","required",3,NA
"2146","election",3,NA
"2147","firstly",3,1
"2148","insistence",3,1
"2149","neighboring",3,1
"2150","organize",3,NA
"2151","reciprocal",3,2
"2152","socialist",3,NA
"2153","talked",3,NA
"2154","ultimately",3,1
"2155","foreigners",3,NA
"2156","horizon",3,NA
"2157","hostile",3,NA
"2158","independently",3,NA
"2159","maintaining",3,NA
"2160","menace",3,NA
"2161","refused",3,NA
"2162","resolutely",3,NA
"2163","vigilance",3,NA
"2164","circumstances",3,1
"2165","lesser",3,NA
"2166","oriental",3,NA
"2167","formed",3,2
"2168","nato",3,NA
"2169","noncommunist",3,NA
"2170","self",3,NA
"2171","weakness",3,NA
"2172","berlin",3,NA
"2173","boycott",3,NA
"2174","enlais",3,NA
"2175","meaningless",3,NA
"2176","notion",3,NA
"2177","seized",3,NA
"2178","sin",3,NA
"2179","southern",3,NA
"2180","thailands",3,NA
"2181","tide",3,NA
"2182","turks",3,NA
"2183","william",3,NA
"2184","aloof",3,NA
"2185","boston",3,NA
"2186","delegate",3,NA
"2187","eager",3,NA
"2188","heading",3,NA
"2189","preliminary",3,NA
"2190","brief",3,1
"2191","clique",3,NA
"2192","compelled",3,1
"2193","kept",3,NA
"2194","key",3,NA
"2195","supposedly",3,NA
"2196","combat",3,NA
"2197","fit",3,NA
"2198","investment",3,NA
"2199","rising",3,NA
"2200","students",3,NA
"2201","widespread",3,1
"2202","abroad",3,3
"2203","activity",3,2
"2204","actual",3,1
"2205","backgrounds",3,1
"2206","battlefield",3,1
"2207","beg",3,3
"2208","bitter",3,2
"2209","burdens",3,3
"2210","canal",3,1
"2211","changed",3,1
"2212","concepts",3,1
"2213","confine",3,1
"2214","confronted",3,2
"2215","consciousness",3,2
"2216","contains",3,1
"2217","conventional",3,2
"2218","courage",3,3
"2219","creeds",3,1
"2220","developments",3,2
"2221","discovered",3,2
"2222","distance",3,2
"2223","dreams",3,1
"2224","duties",3,3
"2225","echo",3,3
"2226","emotion",3,1
"2227","ending",3,1
"2228","enemy",3,1
"2229","eradicated",3,1
"2230","evermore",3,3
"2231","favour",3,2
"2232","followers",3,2
"2233","food",3,1
"2234","fulfil",3,3
"2235","guidance",3,2
"2236","harm",3,1
"2237","inspiration",3,1
"2238","leaves",3,1
"2239","lifeline",3,3
"2240","lightly",3,1
"2241","outbreak",3,1
"2242","pancha",3,1
"2243","practically",3,2
"2244","practise",3,2
"2245","pray",3,3
"2246","presented",3,1
"2247","prosper",3,3
"2248","protect",3,1
"2249","protest",3,1
"2250","ranks",3,1
"2251","recognise",3,1
"2252","relatively",3,1
"2253","responded",3,1
"2254","sad",3,1
"2255","safeguarded",3,1
"2256","safety",3,3
"2257","scientific",3,2
"2258","shaking",3,1
"2259","skins",3,1
"2260","stature",3,2
"2261","succeeds",3,2
"2262","suez",3,1
"2263","suffer",3,1
"2264","threats",3,1
"2265","tolerant",3,2
"2266","truths",3,1
"2267","twentieth",3,1
"2268","ultimate",3,1
"2269","adequate",3,1
"2270","advancement",3,1
"2271","alternative",3,1
"2272","altogether",3,1
"2273","aspect",3,2
"2274","conception",3,2
"2275","consequences",3,1
"2276","cover",3,1
"2277","disguise",3,1
"2278","dreamed",3,1
"2279","extending",3,1
"2280","factories",3,1
"2281","honoured",3,2
"2282","illusion",3,1
"2283","impasse",3,3
"2284","imposing",3,1
"2285","liquidation",3,1
"2286","movements",3,2
"2287","obstacle",3,2
"2288","presidents",3,1
"2289","rid",3,1
"2290","semicolonial",3,1
"2291","shadow",3,1
"2292","shooting",3,1
"2293","solid",3,1
"2294","soul",3,1
"2295","stating",3,1
"2296","stress",3,1
"2297","threshold",3,1
"2298","tragic",3,1
"2299","twothirds",3,2
"2300","uneasy",3,2
"2301","unrealistic",3,2
"2302","discord",3,NA
"2303","guest",3,1
"2304","hear",3,NA
"2305","portent",3,1
"2306","chiefly",3,NA
"2307","exploited",3,NA
"2308","expresses",3,NA
"2309","gives",3,1
"2310","unarmed",3,NA
"2311","undertakings",3,NA
"2312","weight",3,1
"2313","application",3,NA
"2314","capable",3,NA
"2315","doors",3,NA
"2316","feature",3,NA
"2317","framework",3,NA
"2318","helping",3,NA
"2319","hitherto",3,NA
"2320","ill",3,NA
"2321","personality",3,NA
"2322","possessed",3,NA
"2323","safeguard",3,1
"2324","settlements",3,NA
"2325","settling",3,1
"2326","sing",3,NA
"2327","solemnly",3,NA
"2328","traditional",3,NA
"2329","whereby",3,NA
"2330","adherence",3,NA
"2331","desperate",3,NA
"2332","emphasize",3,1
"2333","ends",3,NA
"2334","entitled",3,1
"2335","pressing",3,1
"2336","regrettable",3,NA
"2337","seats",3,NA
"2338","uses",3,NA
"2339","disastrous",3,NA
"2340","fail",3,NA
"2341","marked",3,NA
"2342","nkrumah",3,NA
"2343","seeds",3,NA
"2344","allah",3,NA
"2345","elements",3,NA
"2346","higher",3,NA
"2347","holy",3,NA
"2348","prejudice",3,NA
"2349","realism",3,NA
"2350","confronting",3,NA
"2351","languages",3,1
"2352","neighbouring",3,NA
"2353","edifice",3,NA
"2354","intelligence",3,NA
"2355","owing",3,NA
"2356","parcel",3,NA
"2357","symbolic",3,NA
"2358","forwards",3,2
"2359","joined",3,1
"2360","measured",3,1
"2361","wreck",3,NA
"2362","appreciated",3,NA
"2363","acquired",3,NA
"2364","easier",3,NA
"2365","offset",3,NA
"2366","divergence",3,NA
"2367","resentment",3,NA
"2368","trouble",3,NA
"2369","wholesale",3,NA
"2370","formulate",3,NA
"2371","attempting",3,NA
"2372","openly",3,NA
"2373","opens",3,1
"2374","reflects",3,NA
"2375","abdul",3,NA
"2376","apparent",3,NA
"2377","otherwise",3,NA
"2378","pence",3,NA
"2379","pending",3,NA
"2380","theme",3,NA
"2381","accomplished",3,NA
"2382","compromise",3,1
"2383","obstacles",3,NA
"2384","regardless",3,NA
"2385","sacred",3,NA
"2386","contained",3,NA
"2387","believes",3,NA
"2388","lessening",3,NA
"2389","menacing",3,NA
"2390","referring",3,NA
"2391","thirdly",3,NA
"2392","admitted",3,NA
"2393","detailed",3,NA
"2394","disease",3,NA
"2395","diversities",3,NA
"2396","exercised",3,NA
"2397","factors",3,NA
"2398","improvement",3,NA
"2399","forced",3,NA
"2400","industry",3,NA
"2401","russias",3,NA
"2402","superior",3,NA
"2403","autonomy",3,NA
"2404","commodity",3,NA
"2405","protracted",3,NA
"2406","retreat",3,NA
"2407","sick",3,NA
"2408","waged",3,NA
"2409","excellent",3,NA
"2410","merdeka",3,NA
"2411","sow",3,NA
"2412","articles",3,NA
"2413","becomes",3,NA
"2414","correct",3,NA
"2415","organise",3,NA
"2416","tactics",3,NA
"2417","urgency",3,1
"2418","expects",3,NA
"2419","frankness",3,1
"2420","materials",3,NA
"2421","paid",3,1
"2422","attainment",3,NA
"2423","facilitate",3,1
"2424","reaching",3,1
"2425","viewpoint",3,NA
"2426","invasion",3,NA
"2427","prevail",3,1
"2428","righteousness",3,NA
"2429","previously",3,NA
"2430","backward",3,NA
"2431","compared",3,1
"2432","yesterday",3,NA
"2433","autonomous",3,NA
"2434","catholics",3,NA
"2435","minorities",3,NA
"2436","restoring",3,NA
"2437","submitted",3,NA
"2438","kinds",3,NA
"2439","sufferings",3,NA
"2440","columnist",3,NA
"2441","durdin",3,NA
"2442","save",3,NA
"2443","worker",3,NA
"2444","implementing",3,1
"2445","abovementioned",3,NA
"2446","plenipotentiaries",3,2
"2447","ancient",3,NA
"2448","brilliant",3,NA
"2449","continuance",3,1
"2450","endeavoured",3,1
"2451","enslaving",3,NA
"2452","extensive",3,NA
