text,topic,subtopic,delegate,press_region,address_type
"Your Highnesses, Your Excellencies, Ladies and Gentlemen, Friends.
Having arrived now after a momentous week, at the close of this Conference, I should like to thank you all for the spirit of goodwill and the willingness to understand you have shown SO clearly and continuously during our fruitful discussions. It was this spirit and this willingness which made it possible to cooperate and arrive at good

results, and, if you permit me a personal note, which made it a pleasure for me to be in the chair.
Many of you have just honoured me with your praise for which I am most grateful. I feel, however, that these laurels do not belong to me alone.
There are many who have made great efforts to make this Conference successful. It is difficult to single out persons, committees or groups, but I feel that we are in

particular indebted to the other sponsoring countries, the Joint Secretariat, the Chairmen of our Committees and our Rapporteur to whom we owe so much for preparing this Conference and for the smooth running of its machinery.
As for myself, I have tried to discharge myself of my duties as your President to the best of my abilities by applying the rules of procedure as flexibly as possible. It may have happened, however, that I did not always succeed in giving everybody the full share to which he deemed himself entitled.
For this I express my regret which I trust you will accept in the same good spirit of friendship which prevailed during the days we were together and for which I am most grateful.
When on the 18th of April we met at our first session many of us were strangers to each other. We gathered from all parts of the wide continents of Asia and Africa for the basic purpose, as it was put in the Memorandum of the five sponsoring countries, to become better acquainted with one another's point of view. We had the hope in our hearts that this acquaintance would lead to something more, something of value which would benefit not only the peoples of Asia and Africa. but also the world at large.
There were, however, doubts as well.

Would we really be able, more than one of US must have asked himself, to fufil our aim by making a real contribution to the promotion of world peace and cooperation? Were we not aiming too high ? Would the differences in political, social and cultural outlook amongst such a great diversity of countries not prove to be an insurmountable obstacle to such a contribution. or even tO fruitful discussion '
Now, at the end of that same week, we can answer these doubts convincingly. We have not disappointed all those who did put their trust in us. We have made it clear that the peoples of Asia and Africa stand for peace. Before us and before the world is the joint-communique which we adopted a few minutes ago unanimously.
This document which. I am certain, will take its rightful place in world history, is the result of our labours and exchange of views. It will not be easy for anyone who has not followed our discussions closely to estimate the degree of mutual understanding and good will which was needed to arrive at this result.
It is obvious, however, that it would not have been possible to bring forward a document of this importance voicing the unanimous opinions and resolutions of more than half of the world's population, were it not that the

statesmen gathered here are men of peace and wisdom, able and willing to work together in order to give the world genuine peace for which it craves SO much.
Moreover, this document would not have come into being if we had not practised amongst ourselves democracy in its best form. During our many discussions we agreed and disagreed, but ultimately we always succeeded in finding a common ground.
Thus our meeting grew to something more and better than a mere conference. We arrived at a mutual understanding through an atmosphere of cordiality and frankness. We came to believe in our own ability to make a valuable contribution to world peace, although we viewed our common aims from different angles.
If I call our joint-communique a historic document it is because we may expect that our opinion will carry weight not only in our continents but even more so over the whole world.
I should therefore like to emphasize that in drafting our recommendations and decisions we never restricted ourselves to the sole interest of our own countries but endeavoured to put the problem in a wider frame, asking ourselves how to reduce world-tension.
1 most sincerely hope that when the rest of the world is taking due notice of our decisions they will do so in the same spirit of goodwill, tolerance, forbearance and wisdom as was so admirably displayed during this conference.

Not merely political problems had our attention. Your joint-communique gives proof that we devoted much of our limited time to economic and cultural issues and agreed wherever we could find common ground.
Upon returning to your homes and countries I am certain that all will carry with you the same gratifying feelings which are mine at the close of the first AsianAfrican Conference. We the peoples of Asia and Africa have shown that we can cooperate and that it iS peace and peace above all which we want for the benefit of our peoples and the whole world. We have gained much for ourselves and for millions of others during our gathering.
There have been many friendships formed during these days, many useful contacts have been made. We nOw know amongst ourselves that we want to practise tolerance and live together in peace with one another as good neighbours as the only sure and real basis on which mankind can prosper.
May we continue on the way we have taken together and may the Bandung Conference stay as a beacon guiding the future progress of Asia and Africa.",general,,Ali Sastroamidjojo,,
"The Conference in Retrospect

""It's been .1 week of hectic hard work, but it's been worth it"" is a common remark this week end amongst the 2000 at the Conference.
At Colombo in April-May, 1954, Premier All Sastroamidjojo of Indonesia brought forward the idea of an Asian-African Conference. The five Premiers at Colombo discussed the desirability of holding such a conference, and favoured the proposal that the Prime Minister of Indonesia should explore the possibility of holding it. Later in the same year the Prime Ministers of India and Burma joined with Premier Ali in making public statements in favour of the conference. Abroad, however, not much heed was being paid. ""Afro-Asia"", aS the press christened the idea, was thought little more than a slogan. In December came the Bogor Conference. The five Prime Ministers could agree on the purposes that the Asian-African Conference would have, they could agree on the nations to be invited. It was decided that the Conference should be held and that invitations should be sent out.

Asian and African countries began to show interest in the idea, but, at least in some cases, scepticism still remained. Externally, the idea was often ridiculed.
But there were still many difficulties in the way of success. How many of the 30 countries invited would actually accept when the time came ? Could Indonesia, could Bandung, provide facilities for such a gathering ? Could there be guarantees of Indonesia's ability to ensure the maintenance of security ? These and many others were the doubts expressed in the Asian and African countries, as in the outside world.
Some doubts were dispelled when it was clear that 29 of the invitations had been accepted, but many queries remained until the very eve of the Conference, especially in the non-invited countries.
With the arrival of the delegates in Bandung, however, doubts began to be dispelled rapidly. Externally, opinion was faced with the fact that the countries invited had accepted, and that the delegations did arrive. This in itself could be seen to constitute success for the idea.

In Bandung, accommodation and transport, conference buildings and press facilities, were ready to function effectively. Furthermore, the security measures which had been taken gave no one the feeling of being restricted in his movements. Crowds and excitement notwithstanding, the atmosphere was was remarkably normal. The Indonesians could see immediately that the preparations which had been made by the Joint Secretariat, aided by various

agencies of the Indonesian Government, were nothing 10 be shamed of. The overseas visitors were generous in the comparisons they made.
On Monday morning the Conference began. Delegation after Delegation passed down the decked streets, and walked up LO the main Conference hall between the press of people which lined the cleared roads.
The note struck by the two main addresses, of President Sukarno and the newly-elected Conference President All Sastroamidjojo, was humanity in its highest and widest sense. A number of those present compared the atmosphere with that in the carly days of the League of Nations and at the time of the signing of the Atlantic Charter.
The hope which the addresses created was stimulated further by a number of practical decisions made quickly. One was the decision that the Conference should work by unanimous agreement, rather than by decisions arrived at by voting and a simple or two-thirds majority. Another was the agreement that there should be no political committee, as earlier envisaged, but a series of less formal meetings of Delegation Heads.

In the following days, a number of the difficulties which had been predicted made themselves felt. In the opening plenary addresses of some of the Delegation Heads, and later, reportedly, in closed meetings of the Economic and Cultural Committees and in those of the Heads of Delegations, the differences of policy long known to exist between various of the participating countries expressed themselves, sometimes very forcibly.
In discussions on what constituted colonialism, on ""peaceful co-existence"" and the well-knownFive Principles, and on a number of particular regional issues, the points of view adopted were often in contradiction to one another. There was some degree of justification for the pessimism of much of the reporting of the Conference at this stage, but there was misreading of the situation in so far as it was reported as a portent of the failure of the Conference. It did prove possible to keep the work of Conference moving forwards.

At the end of the Conference, the mood is a very different one. Among the delegates and visitors in general, and the representatives of the sponsoring countries in particular, there exists widespread satisfaction at the 05tensible results of the Conference.
Of notable importance is the fact that, on every occasion where partisan feeling on a particular issue became intense, the good offices of one or another leader of the Conference were able to prevent the creation of

an impasse. This in itself is a reflection of the atmosphere of goodwill, and of the serious desire for mutual compromise and agreement in the face of the urgency of the situation, which was present on all sides.
A number of developments, not actually part of the Conference but clearly a contribution towards its aims, have helped to mould the atmosphere of hope. One of these is the signing of the China-Indonesia Treaty on Dual Nationality, which took place on Friday. Another is the Treaty of Friendship between Indonesia and Afghanistan, which was signed on Sunday morning.
The last working session of the Conference, which lasted for virtually the whole of Sunday, produced no easy agreement. But the fact is that it did produce agreement. Moreover it produced a great deal of satisfac-

tion among the delegates, As the working session closed, with the adoption of a vote of thanks to the President, Secretariat, and Rapporteur, the delegates all looked happy.
The results of the Conference cannot, of course, be measured at the present time. Clearly one of the most important ways in which it was to achieve its objectives was that of informal contacts and discussions, some of which are no doubt still going on, and the outcome of which is necessarily undisclosed. Such contacts have certainly been established on a great many levels, including the highest.
History, of which the delegates at Bandung were so consistently conscious, will judge the significance of the
Conference.",general,,,,
"CHINA PREPARED TO NEGOTIATE WITH U. S. TO RELIEVE TAIWAN TENSION

In a statement made on April 23rd. Chou En-lai, Premier and Foreign Minister of the People's Republic of China, said that China is prepared to discuss with the United States of America the relaxation of tension the Far East, especially in the Taiwan (Formosa) area.
The text of the short statement reads:
""The Chinese people are friendly to the American people. The Chinese people do not want to have a war with the United States of America.
*The Chinese Government is willing to sit down and

enter into negotiations with the United States Government to discuss the question of relaxing tension in the Far East, and especially the question of relaxing tension the Taiwan area.' This statement was made by Chou En-lai at the Bandung residence of Conference President Ali Sastroamidjojo, where Heads of some of of some of the Delegations to the Conference had gathered to discuss how tension might be reduced in the Far East. Delegations represented were : Burma, Ceylon, China, India, Indonesia, Pakistan, the Philippines and Thailand.",general,,,,
"""Suara Merdeka"" of Semarang in Central Java wrote on 22nd April that one of the ideas which could smoothen the proceedings of the Bandung Conference is the understanding that the participating nations are in the first place Asian and African nations whose ways of thinking and destinies are not far different from one another. We can therefore reasonably expect that the Conference can arrive at concrete decisions regarding matters which can be carried out jointly.
If the Conference can produce tangible results, we are convinced that other conferences of Asian and African peoples to discuss problems of a more profound character can follow in the future. These conferences, the paper believed, could change the stand on fundamental principles of the nations now taking part in the Bandung Conference. ""Indonesia Raya"" of Djakarta was of the opinion countries, there were that despite the seemingly large number of participating for enough points a common stand fo of general agreement be taken in coping with the controversies faced by the great powers today.

Saying that nearly all the participants have once been colonised by Western countries, the paper pointed out that political independence is not enough. Economic independence is also important.
In the opinion of the paper a common stand on the question of preventing wars will not easily be reached. as most of the participating countries are bound militarily to the great powers. Nonetheless, ""Indonesia. Raya"" said, the idea of preserving and promoting world peace will have the support of every delegation.
Writing in the same vein, ""Thien Sung Yit Po"", a Chinese language paper published in Djakarta, was of the opinion that owing to the different stands of the participating countries it will be difficult to come to unanimous agreement on practical questions, especially those relating to politics.
The paper termed the Conference ""an epoch-making event in the world history"" but regretted that some Asian and African countries, such as Israel, Formosa and Korea, had not been invited.

""Harian Rakjat"" of Djakarta (English commented as follows : languange) *From many places in Indonesia messages were sent by the masses expressing their hopes that the Bandung Conference decide to demand the banning of the use and manufacture of atomic weapons.
""We are sure that these hopes are not only Indonesian hopes: These hopes are the hopes of Asia and Africa. of even the whole world.
*There are not words enough to depict the extent of the catastrophes which might be brought about if atomic weapons were used in any war, though President Eisenhower tried to cover it up with phrases such as *the tactical use of atomic weapons"".
""Adlai Stevenson was right when in stating the alternative. he chose the formulation ""co-existence or ""noexistence"".
""But no existence for whom ?
""For mankind? For the world? For our whole civilisation?
""This cannot happen !
*Our strength and unity are too great to be wiped out together with imperialism.

""If an atomic war were yet to break out, the results would certainly be no-existence for imperialism ""Let the imperialists, our hereditary enemies, make this choice if they prefer.
""But for us, why should we prefer existence with sacrifice to existence without sacrifice. Let us choose the latter ! Let us make it from a possibility into a fact! “The delegates who are now conferring at Bandung are in a position to do much in this respect.""",press,,,Asia and Africa,
"*The Times""* of London on 21st April reported that the high hopes of the Conference had been shattered and the fears reduced. It commented that if the Conference had marked any swing in allegiances, SO far it had been in accretions to the neutralist forces. ""The Times"" continued that probably the most important work of the Conference was being done in its social gatherings through introductions between Asian premiers who had never met before.
The London daily ""Telegraph"" admitted that there was less anti-Westernism displayed by the Conference than it had expected.

*The Manchester Guardian"" referred to the favourable aspects of the opening stages. This paper said that differences over communism were overridden by the feeling that Afro-Asianism was more important, and that the

danger that communists might dominate the Conference had been averted by the moderate course adopted by
Chou En-lai.
The most impressive feature of the Conference. the Manchester Guardian went on to say, was the widespread hope that Asian non-resistance was more powerful than the dependence of the industrialised powers on military weapons. ""This neutralism which is inherent in every weak nation"", the paper said, ""becomes an incalculably powerful factor now that two continents, which hitherto have been despised, have found how much they have in common.
*The Economist"" on 19th April reported a comment by G. Adam, who held that the Conference was mainly the work of Indonesia, probably in order to distract attention from her home troubles. But the result was historic because such a gathering of coloured statesmen had never happened before.

Adam said that it was interesting to sce the role of China in the Conference where Russia was not present. Chou En-lai had a good platform for propaganda, but the Turks, Iraqis, Pakistanis, and possibly the Japanese were preventing him from dominating the Conference, and were in a position to strike a blow for freedom. it is to be neither war nor communist imperialism, the East and West must learn to work together, and neither of them can live on their own, the report states. The ""Economist"" article concludes by saying that the test of the Bandung Conference will be whether it makes such co-operation easier or more difficult.
The ""News Chronicle"" contains an article by James Cameron who expresses the opinion that the destiny of man has shifted a few points from its course, which. he remarks, may be a good thing in the end. He says : ""It is odd to think that probably the century's most momentous political meeting so nearly (SO far as wo anc concerned missed the boat altogether.""
""*The Afro-Asian Conference has been sweating it out in an atmosphere of drama, super-tension, exhilaration, anxiety and self-consious wonder"". Delegates have one thing in common, he says, and that is that they are neither European nor American and their skins are not technically white. But, for the moment, without a shadow of a doubt these representatives are the most important people alive.

The Conference is anti-colonial, the report continues, but it shows no signs of being anti-American.-President Sukarno's address on the opening day is described aS ""genuinely moving"", The article concludes by remarking that although hard facts are scarce, the significant point is that one half of the world's population has found voice of a kind and that is one of the biggest things that has happened in our time.",press,,,Europe,
"Mr. President, Distinguished Delegates, Ladies and
Gentlemen !
The Asian-African Conference has come to a successful end. On this occasion I wish to express my thanks to the governments of all the sponsoring countries, particularly to the government of the Republic of Indonesia. My thanks also go to the members of the Secretariat and everyone who has helped us in our work. Most particularly I would like to request you, Mr. President, to convey the message of our heartfelt thanks to the people of Indonesia. We are deeply touched by their warm sentiments and we feel extremely grateful to them. We shall always remember them and their beautiful country.
To this Conference we came with great hopes and I am happy to state that we depart with greater hopes. The Conference proved that all of us, from different parts of Asia and Africa, have felt and acted as one, for the achievement of our common desire for promotion of better understanding, preservation of peace and protection of human rights.

We are happy that in all our discussions the principles of the United Nations have been supported. We hope that this Conference will strengthen the position of the United Nations Organization in its high aims for the welfare of humanity.
We are glad to see that there is no doubt in anyone's mind that the deliberations of this Conference will make a great contribution to the situation in the world as a whole. This contribution, based on the co-operation of a great part of the world, and with the support of the majority of the population of the world, undoubtedly deserves the historic significance attached to it.
Mr. President, before I conclude wish to thank you for your great efforts for making this Conference a success. You have presided over our sessions with great patience, statesmanship and impartiality, in a distinguished manner. I can say that all this has been appreciated by every one of us.
Thank you.",address,,"Sardar Mohammad Naim, Afghanistan",,Closing
"Mr. Chairman and Fellow Delegates !
As this Conference draws to a close, I should like to say a few words to express my feelings. First and foremost, I wish to say how very grateful we are to the Government of Indonesia, and particularly to its distinguished President and Prime Minister, for their lavish hospitality, and for the excellence of their arrangements both in regard to the Conference itself, and to our individual comfort and convenience. Those of us who have had the experience of playing host to international gatherings know that the responsibilities assumed by the Government of

Indonesia were extremely onerous. The smoothness with which the Conference operated, from start to finish, is an eloquent tribute to the careful planning and able execution on the part of our host Government.
Secondly, I would like to place on record our appreciation of the able, impartial and statesmanlike manner in which our deliberations were guided by our distinguished
Chairman, my good friend, Dr. Ali Sastroamidjojo. would like to say how grateful we are to our eminent Rapporteur, His Royal Highness Prince Wan Waithayakon, for giving us the benefit of his vast experience, and doing

it with such good understanding and cheer. For a Conference of this magnitude to have run through our extremely ambitious agenda in a week is no mean achievement. I know I speak for all of us when I say that it would not have been possible but for the guidance and assistance of these two distinguished gentlemen.
Thirdly, I cannot let this occasion pass without referring to the extremely cordial welcome and reception accorded to us by this charming city of Bandung. shal always carry with me a warm recollection of the crowds lining the streets, the smiling faces and the cheers of the children. At the end of a long day, it was always a heartwarming experience. It was just as though we had been at home in Burma all the time.
And now a few words about the Conference itself. The Conference has not, of course, come to any earthshaking or epoch-making decisions. But this is hardly surprising or unexpected. Indeed, that was net its purpose, which was to get together the leaders of the independent countries of Asia and Africa sO that they might exchange views on matters of common interest and concern. This we have done. Our discussions have revealed the existence of diversities, and even differences of opinion among us. But this was only to be expected, considering the vast geographical area from which the delegates were drawn, each with his own beliefs, traditions and backgrounds.

Even though we could not reach epoch-making decisions, the fact that we could, freely and frankly, air our differences is a useful thing in itself. Such an exchange cannot fail to produce better understanding as between ourselves. In this troubled world, beset with suspicion, mistrust and misunderstanding, the achievement of even a little better understanding in any part of it must be regarded as a move towards stability and peace.
Another factor which precluded the reaching of historic decisions is the fact that most of us represented here are in no position to exercise such influence on the course of world events. We could have passed highsounding resolutions here, but the world despite the fact that we represent nearly two-thirds of its population would have taken little notice of them. This is due

to our general weakness, and here I refer not to military weakness alone. The lesson to be drawn from this is that we must, all of us, develop our internal strength before we can expect to have a more effective say in the running of the affairs of this planet of ours.
Some of the subjects discussed were highly controversial. Some of the remarks made could have been regarded as provocative even if that was not the intention. It is no secret that at times the Conference reached what seemed a deadlock. But nevertheless, the moderation, the patience, the perseverance and the skill displayed by the distinguished delegates enabled us to find our way out of them and to reach common ground. In this sense, the Conference was a concrete demonstration of peaceful co-existence.

For many of us this was our first experience of an international Conference of this size. I think it will have proved to be a valuable experience. For a variety of reasons, which I need not enumerate here, most of us have, in the past, tended to live in little worlds of our own. Such knowledge as we had of the outside world was theoretical. Participation in this Conference has brought home to us the practical realisation that there is a world outside our own borders; a world, even in Asia and Africa, of diversity diversity of belief, tradition, background and outlook. We learned that problems which to us appeared simple and straightforward had a different appearance to our friends, and we learned to appreciate the need for taking into account their attitudes and feelings, and to make adjustments. In other words, it was a lesson in human relations and human nature applied to the international sphere.
In conclusion, I should like to say that it has been an honour and a privilege for me to meet so many of the distinguished leaders of Asia and Africa at this Conference. I have been impressed by the erudition of many of the speeches and the wisdom which they reflect. If only the world would respond to the ideas and suggestions which underlie these speeches, at least part of the existing tensions and suspicions would be removed.
In bidding you farewell, I wish each and every one of you a safe and speedy return to your homes.",address,,"U Nu, Burma",,Closing
"Honorable Chairman, Distinguished Delegates !
Our Conference has made achievements. First of all on behalf of the Chinese delegation, I would like to thank the five Colombo Powers for their initiative in sponsoring this Conference; to our hosts, the President, the people and Government of the Republic of Indonesia, for their warm hospitality; to the Chairman of our Conference, the Prime

Minister of Indonesia, for conducting the affairs of the Conference so ably and all his efforts to make it a success; to all the delegations for their co-operation, and the Joint Secretariat of the Conference and all those who have taken part in the work of the Conference for their valuable contribution.
The achievements of the Conference lie in the fact that

had understanding among Asian and African countries has a good start or been further promoted and agreements on some major issues have been brought about in this Conference. These achievements will be of great help to our common task of opposing colonialism, safeguarding world peace and promoting friendly co-operation between us. This Conference has to a considerable extent satisfied the aspirations of the peoples of Asia and Africa, as well of the world.
This conference has also reflected the fact that our approaches to and our views on many questions are different, We have also discussed in part our differences. However, such different approaches and views did not prevent us from achieving common agreements. We have been able to make such achievements in opposing colonialism, safeguarding world peace, and promoting political, economic and cultural co-operation, because we peoples of the Asian and African countries share the same fate and the same desires.
I For the same reason, I would like to declare once again that the Chinese people extend their full sympathy and support to the struggle of the peoples of Algeria, Morocco and Tunisia for self-determination and independence, to the struggle of the Arab people of Palestine for human

the restoration of Indonesia's sovereignty over West Irian, and rights, to the struggle of the Indonesian people for to the just struggle for national independence and the people's freedom waged by all the peoples of Asia and
Africa to shake off colonialism.
I want to point out further that the Declaration on the Promotion of World Peace and Co-operation adopted by the Conference will help to relax the international tension and, first of all, the tension in the Far East. It is our view that the full implementation of the agreements. on the restoration of peace in Indo-China should be guaranteed by the parties concerned. As to the peaceful unification of Korea, the parties concerned should speedily seek the solution through negotiation. China and the United States should sit down and enter into negotiation to settle the question of relaxing and eliminating the tension in the Taiwan area. However, this should not in the slightest degree affect the just demand of the Chinese people to exercise their sovereign rights in liberating Taiwan.
Finally, I hope that the contacts among the Asian and African Continents and the friendly intercourse between our peoples will become more frequent from now on.
I wish all the delegates good health and bon voyage on their return journey. Goodbye",address,,"Chou En-lai, China",,Closing
"Mr. President, Fellow Delegates Our Conference is drawing to a close after eight days of friendly and fruitful deliberations. These eight days have been preceded by extensive preparations and work by the Joint Secretariat which was of great help indeed. There is no doubt that our Conference has achieved a tremendous success, because international peace and cooperation will be greatly helped by the solidarity and harmony revealed in the decisions taken by our Conference. The cause of freedom will be greatly inspired by the deep concern and full support which all the Asian and African countries have shown with regard to the question of human rights and self-determination.
Mr. President, much of the credit for the success of

this Conference goes to you personally, to your personal experience and your patience, and to the patient and the salutary and friendly spirit in which the various delegations held their deliberations, particularly at times when disagreements and dissensions looked inevitable, and to your remarkable and masterful conduct of the affairs of the Conference; the wonderful facilities provided by the Indonesian Government and the generous hospitality shown by the Indonesian people, not only were of great help to our work, but also made our stay here most pleasant.
May I also take this opportunity to thank once more the five sponsoring governments for the appreciative efforts in taking the initiative to convene this Conference.
Thank you.",address,,"Gamal Abdel Nasser, Egypt",,Closing
"Mr. President
For seven days we have been in this pleasant city of Bandung, and Bandung has been the focal centre perhaps might even say the capital of Asia and this period, Africa during

We have met here, but what have we accomplished ? know, we have been successful in We have laboured for these seven days and, as you all problems, solving our common because political and economical. We have all met here irrepressible we were conscious of the fact that there is an urge amongst the people of Asia and Africa

to meet here. We met because mighty forces are at work in these great continents moving millions of people, creating in their minds urges and passion and desire for a change in their dependent conditions. So, however big we might be, we have these great forces at work. So we met; and what have we achieved? Well, you have seen the draft statement which has been read out to you and I think it represents a considerable achievement. Other delegates have referred to it and you will read it too; should like to draw your attention, to direct your minds, not to the statement which is an important statement, no doubt, but rather to the importance of the fact that we have met together here from thousands of miles away, conferred together, seen each other, argued with each other to solve our common problems and thereby made friends with each other.

My friend, the honourable Prime Minister of Burma, referred to our diversities of opinion as our differences and we wrestled with each other for these seven days because we wanted to adopt a common opinion and common outlook. Obviously, the world looks different from whichever angle you may try to look at it. If you are sitting in the far East of Asia, you have a different perspective of the world and world's problems. If you are sitting In far Western Asia, you have a different perspective again, and if you are In Africa, naturally the problems of Africa will be quite different. So, we all came with our own perspectives, with our own problems, considering each one his own problem the most important in the world, but, at the same time, trying to understand big problems of the world as also the second big problem of Asia and Africa and trying somehow to fit in our problems in this larger context because in the ultimate analysis, all our problems, however important they might be, cannot be approved along with these larger problems and can hardly be solved unless those larger problems are settled. Thus, how will you solve this problem or that problem if peace itself is in danger and thrown overboard? Obviously, you cannot. So, our primary consideration is peace. You and I sitting here in our respective countries are patently eager to advance our countries peacefully. We have been backward; we are backward. We have been left behind in the race, in the world race, and now we have got a chance again to make good. We want to make good and we have to make good rapidly because of the compulsion of events. It iS not so much a choice of your own or mine, but the

choice dictated by this compulsion of events, because if we do not make good, we will fade away or we stay where we are today not to rise again for a long time to come. Surely, we are not going to do that; we are determined not to do that. We are determined in this new chapter of Asia and Africa to make good. We are determined not, primarily, to be dominated in any way by any other country Or continent. We are determined to rise again to our full stature. It is time for us to bring happiness and prosperity to our people and to put an end to all the age-old shackles that tied us not only politically you may call them shackles of colonialism, but shackles that are of our own making but economically.
There have been differences, no doubt, in our discussions and it is a fact that there was greatest criticism levelled on certain resolutions; we had to advance such criticism because we wanted to achieve a common goal. I know we directed such criticism against ourselves because we thought that it is not the resolutions that will solve our problems facing us today, but it is our practices and actions that will bring success to our aims and ideals. It is only then, and then alone, that we can make good what we have lost in the past. We have to take a realistic view of all things and face them in a realistic spirit too.
But, there is yet another spirit of Asia today. As we all know, Asia is no longer passive today; it had been passive enough in the past. It is no more a submissive Asia; it has tolerated submissiveness for so long. Asia of today is dynamic; Asia is full of life. Asia might make mistakes, and has made mistakes in the past, but it does not matter so long as life is there in it. We can make advances, if life is there, but if there is no life, all our right words, our right actions will not hold good, and whatever we have achieved will be lost. I think, our achievements have not only been great they have been very great and we have been in general agreement with all our resolutions, if may say SO but much greater has been the background of all these agreements because

when I said we have wrestled with problems, we have wrestled with our differences, we have argued till, should say, fatigue overtook all our bodies and minds and finally in spite of those differences, we have agreed and that 1S the main thing. We are not 'yes-men' I hope, sitting here saying ""Yes"" to this country or that, saying ""Yes"" even to each other. I hope we are not. We are great countries in the world who rather like having freedom, if may say so, without dictation. Well, if there is anything that Asia wants to tell them it is this: no dictation there is going to be in the future; no 'yes-men' in Asia, I hope, or in Africa. We have had enough of that in the past. We value friendship of the great countries and if I am to play my part, I should like to say that we sit with the great countries of the world as brothers, be it in Europe or America. It is not in any spirit of hatred or dislike or aggressiveness with each other in regard to Europe or America. Certainly not. We send to them our greetings, all of us here and we want to be friends with them, to cooperate with them. But, we shall only cooperate in the future as equals; there is no friendship when nations are not equal, when one has to obey the other and when one dominates the other. That is why we raise our voice against domination and colonialism from which many of us have suffered sO long and that is why we have to be very careful to see that any other form of domination does

not come in our way. Therefore, we want to be friends with the West and friends with the East and friends with everybody because if there is something that may be called an approach to the minds and spirit of Asia, it is one of of toleration and friendship and cooperation; not one aggressiveness.
I wish to speak no ill of anybody. In Asia all of us have many faults as countries, as individuals. Our past history shows that. Nevertheless, I say that Europe has been in the past a continent full of conflict, full of trouble, full of hatred and their conflicts continue, their wars continue and we have been dragged in their wars because we were tied to their chariot wheels. Now, are we going to continue to be dragged and tie ourselves to Europe's troubles, Europe's hatreds and Europe's conflicts I hope not. Of course, Europe, Asia and America are all dependent on one another. It is perhaps not quite right to think in terms of isolation because we are not isolated, we have to live together and to cooperate with each other in this modern world which is going up towards the ideal of one world. Nevertheless, Europe has got into the habit of thinking, also other great countries in America whatever their political persuasions may be that their quarrels are the world's quarrels and therefore the world must submit to them this way or that way. Well, I do not quite follow that reasoning. I do not want anybody to quarrel in Europe, Asia Or America, but if at least others quarrel, why should I quarrel and why should I be dragged into their quarrels and wars ? T just do not understand it. Therefore, I hope we shall

keep away from those quarrels and exercise our will not to quarrel. I realise, as the Prime Minister of Burma said, that we cannot exercise tremendous influence over the world. Our influence will grow, no doubt; it is growing, and we can exercise some influence even today. But whether our influence is great Or small, it must be exercised in the right direction, in an intelligentdirection, in a direction which has integrity of purpose and ideals and objectives as shown in our Resolution. It represents the ideals of Asia, it represents the new dynamism of Asia, because if it does not represent that, what are we then ? Are we copies of Europeans or Americans or Russians ? What are we ? We are Asians Or Africans. We are none else. If

we are camp followers of Russia Or America or any other country of Europe, it is, if I may say so, not very creditable to our dignity, our new independence, our new self-reliance. freedom, our new spirit and our new So, we mean no ill to anybody. We send out our greetings to Europe and America. We send out greetings to Australia and New Zealand. And indeed Australia and New Zealand are almost In our region. They certainly do not belong to Europe, much less to America. They are next to us and I should like indeed Australia and New Zealand to come nearer to Asia. There they are. I would welcome them because I do not want what we sayor do to be based on racial prejudices. We have had enough of this racialism elsewhere. We have it today. We have passed many resolutions etc., about this country and that country. But I think there is nothing more terrible, there is nothing more horrible than the infinite tragedy of Africa in the past few hundred years. When I think of it everything else pales into insignificance that infinite tragedy of Africa ever since the days when millions of them were carried away in galleys as slaves to America and elsewhere, the way they were treated, the way they were taken away, 50% dying in the galleys. We have to bear that burden, all of us. We did not do it ourselves but the world has to bear it. We talk about this country and that little country in Africa or outside, but let us remember this Infinite Tragedy. But unfortunately, in a different sense, even now the Tragedy of Africa is greater than that of any other, I venture to say, even today.

Whether it is racial, whether it is political, whatever it may be, it is there and it iS up to Asia to help Africa, to the best of her ability, because we are sister continents. So, Sir, I trust that the achievement that we have had in this Conference has left, I am sure, its powerful impress on the minds of all who are here. I am sure that it has left an impress on the minds of the world. We came here, I repeat, conciously or unconciously as agents of historic destiny and we have made some history here. And we have to live up to what we have said and what we have thought and, even more so, to live up to what the world expects us, what Asia expects us, what the millions of these countries expect us. I hope we would be worthy of the peoples' faith and our destiny.",address,,"Jawaharlal Nehru, India",,Closing
